idx,hypothesis,declarative,label,ref_id,url,ref_txt,doi,title,abstract_collected,file
68,IS THERE AN ASSOCIATION BETWEEN SOCIAL MEDIA USE AND BAD MENTAL HEALTH OUTCOMES?,THERE IS AN ASSOCIATION BETWEEN SOCIAL MEDIA USE AND BAD MENTAL HEALTH OUTCOMES,CONTRADICT,rId210,http://doi.org/10.1007/s11126-017-9535-6,"Berryman, Ferguson, & Negy (2018)",https://doi.org/10.1007/s11126-017-9535-6,,"In recent years many parents, advocates and policy makers have expressed concerns regarding the potential negative impact of social media use. Some studies have indicated that social media use may be tied to negative mental health outcomes, including suicidality, loneliness and decreased empathy. Other studies have not found evidence for harm, or have indicated that social media use may be beneficial for some individuals. The current correlational study examined 467 young adults for their time spent using social media, importance of social media in their lives and tendency to engage in vaguebooking (posting unclear but alarming sounding posts to get attention). Outcomes considered included general mental health symptoms, suicidal ideation, loneliness, social anxiety and decreased empathy. Results indicated that social media use was not predictive of impaired mental health functioning. However, vaguebooking was predictive of suicidal ideation, suggesting this particular behavior could be a warning sign for serious issues. Overall, results from this study suggest that, with the exception of vaguebooking, concerns regarding social media use may be misplaced.",Social Media and Mental Health
61,ARE THERE POSITIVE IMPACTS ASSOCIATED WITH PHONE-FREE SCHOOLS?,THERE ARE POSITIVE IMPACTS ASSOCIATED WITH PHONE-FREE SCHOOLS,ENTAIL,rId120,https://doi.org/10.1108/AEA-05-2021-0112,"Beneito, & Vicente-Chirivella (2022).",https://doi.org/10.1108/AEA-05-2021-0112,Banning mobile phones in schools: evidence from regional-level policies in Spain," Purpose The autonomous governments of two regions in Spain established mobile bans in schools as of the year 2015. Exploiting the across-region variation introduced by such a quasi-natural experiment, this study aims to perform a comparative-case analysis to investigate the impact of this non-spending-based policy on regional Programme for International Student Assessment (PISA) scores in maths and sciences and bullying incidence. Design/methodology/approach The authors apply the synthetic control method and diff-in-diff estimation to compare the treated regions with the rest of regions in Spain before and after the intervention. Findings The results show noticeable reductions of bullying incidence among teenagers in the two treated regions. The authors also find positive and significant effects of this policy on the PISA scores of the Galicia region that are equivalent to 0.60.8 years of learning in maths and around 0.72 to near one year of learning in sciences. Originality/value To the best of the authors knowledge, this is the first empirical study analysing the impact of mobile phone bans in schools on bullying cases, exploiting variation across regions (or other units), years and age intervals. Besides, the scarce formal evidence that exists on the consequences of the mobile phones use in students academic achievement comes from a micro perspective, while the paper serves as one more piece of evidence from a macro perspective. ",Phone-Free Schools A Collaborative Review
6,IS THERE A REVERSAL OF FLYNN EFFECT?,THERE IS A REVERSAL OF FLYNN EFFECT,ENTAIL,rId47,https://doi.org/10.1177/1745691615577701,"Pietschnig, & Voracek (2015).",https://doi.org/10.1177/1745691615577701,One Century of Global IQ Gains,"The Flynn effect (rising intelligence test performance in the general population over time and generations) varies enigmatically across countries and intelligence domains; its substantive meaning and causes remain elusive. This first formal meta-analysis on the topic revealed worldwide IQ gains across more than one century (19092013), based on 271 independent samples, totaling almost 4 million participants, from 31 countries. Key findings include that IQ gains vary according to domain (estimated 0.41, 0.30, 0.28, and 0.21 IQ points annually for fluid, spatial, full-scale, and crystallized IQ test performance, respectively), are stronger for adults than children, and have decreased in more recent decades. Altogether, these findings narrow down proposed theories and candidate factors presumably accounting for the Flynn effect. Factors associated with life history speed seem mainly responsible for the Flynn effects general trajectory, whereas favorable social multiplier effects and effects related to economic prosperity appear to be responsible for observed differences of the Flynn effect across intelligence domains.",Changes in Cognitive Ability A Review
0,IS THERE A REVERSAL OF FLYNN EFFECT?,THERE IS A REVERSAL OF FLYNN EFFECT,ENTAIL,rId16,https://doi.org/10.1016/j.intell.2022.101708,"Meisenberg, & Lynn (2023).",https://doi.org/10.1016/j.intell.2022.101708,Ongoing trends of human intelligence,"The aim of the study is to estimate the most recent trends of intelligence world-wide. We find that the most recent studies report mainly positive Flynn effects in economically less developed countries, but trivial and frequently negative Flynn effects in the economically most advanced countries. This is confirmed by an analysis of 48 countries in the 20002018 PISA tests, showing that high pre-existing IQ and school achievement are the best predictors of declining test scores. IQ gaps between countries are still large (e.g., 19 IQ points in PISA between East Asia and South Asia) but are diminishing world-wide. We predict that these trends, observed in adolescents today, will reduce cognitive gaps between the working-age populations of countries and world regions during coming decades. As is predicted by the well-established relationship between intelligence and economic growth, there is already evidence that the ongoing cognitive convergence is paralleled by global economic convergence. These developments raise questions as to how long this cognitive and economic convergence will continue, whether it will eliminate cognitive and economic gaps between countries entirely, and whether a condition with high levels of cognitive ability and economic prosperity is sustainable long-term.",Changes in Cognitive Ability A Review
38,IS THERE AN ASSOCIATION BETWEEN SOCIAL MEDIA USE AND BAD MENTAL HEALTH OUTCOMES?,THERE IS AN ASSOCIATION BETWEEN SOCIAL MEDIA USE AND BAD MENTAL HEALTH OUTCOMES,ENTAIL,rId154,https://doi.org/10.1038/s41598-022-07219-y,Jaidka (2022).,https://doi.org/10.1038/s41598-022-07219-y,,"AbstractSpatial aggregates of survey and web search data make it possible to identify the heterogeneous well-being effects of social media platforms. This study reports evidence from different sources of longitudinal data that suggests that the well-being effects of social media differ across platforms and population groups. The well-being effects of frequent social media visits are consistently positive for Facebook but negative for Instagram. Group-level analyses suggest that the positive well-being effects are experienced mainly by white, high-income populations at both the individual and the county level, while the adverse effects of Instagram use are observed on younger and Black populations. The findings are corroborated when geocoded web search data from Google is used and when self-reports from surveys are used in place of region-level aggregates. Greater Instagram use in regions is also linked to higher depression diagnoses across most sociodemographic groups.",Social Media and Mental Health
128,DOES SOCIAL MEDIA USE AT TIME T1 EFFECT MENTAL HEALTH OUTCOMES AT TIME T2?,SOCIAL MEDIA USE AT TIME T1 EFFECTS MENTAL HEALTH OUTCOMES AT TIME T2,ENTAIL,rId290,https://journals.sagepub.com/doi/abs/10.1177/02724316221136043,"Leggett-James, & Laursen (2022).",https://doi.org/10.1177/02724316221136043,,"Children and adolescents spend considerable time online. The current study investigated moderators of short-term longitudinal associations from social media use to changes in body satisfaction and physical activity. Participants (144 girls, 152 boys) were thirdsixth grade students (ages 813) attending public schools in Florida (USA). Self-reports of social media use, body satisfaction, physical activity, and susceptibility to peer influence were completed twice, approximately 13.5weeks apart. The results indicated that higher initial social media use was associated with greater subsequent decreases in body satisfaction and physical activity, but only for children high on susceptibility to peer influence. The findings suggest that peer conformity amplifies the risks of social media use. The fact that meaningful change can be identified across a relatively short period of time is noteworthy and demonstrates the need for careful monitoring of those who participate in social media at an early age.",Social Media and Mental Health
30,IS THERE AN ASSOCIATION BETWEEN SOCIAL MEDIA USE AND BAD MENTAL HEALTH OUTCOMES?,THERE IS AN ASSOCIATION BETWEEN SOCIAL MEDIA USE AND BAD MENTAL HEALTH OUTCOMES,ENTAIL,rId142,https://www.sciencedirect.com/science/article/pii/S221133552100187X,"Leventhal, Cho, Keyes, Zink, Riehm, Zhang, & Ketema (2021).",https://doi.org/10.1016/j.pmedr.2021.101497,,"U.S. adolescent suicidal behavior and digital media use prevalence have contemporaneously increased this decade in population-level ecological analyses. The purpose of this study was to determine whether these two trends are directly associated by using multi-year person-level data to test whether the association of year with suicidal behavior was mediated by digital media use. Data were from the Youth Risk Behavior Surveillance System (20092017), a nationally-representative biennial cross-sectional self-report survey of U.S. students (N = 72,942). Mediation analysis was used to estimate the proportion of cross-year changes in suicidal behavior that were mediated by concurrent changes in leisure-time digital media use. Past-year suicidal behavior in 2011 (19.6%), 2013 (20.4%), 2015 (21.7%), and 2017 (20.5%) increased relative to 2009 (17.1%). Hours of daily digital media use in 2011 (mean[SD] = 2.65[1.86]), 2013 (mean[SD] = 3.02[2.08]), 2015 (mean[SD] = 2.97[2.12]), and 2017 (mean[SD] = 3.01[2.18) increased vs. 2009 (mean[SD] = 2.31[1.81]). The association of survey year with suicidal behavior was mediated by digital media use20.5%(95%CI = 16.2, 24.8), 34.3%(95%CI = 24.5, 44.1), 22.8%(95%CI = 17.3, 28.0), and 41.4%(95%CI = 33.9, 49.5) of cross-year suicidal behavior prevalence increases (vs. 2009) for 2011, 2013, 2015, and 2017, respectively, were mediated by concurrent digital media use increases. Therefore, small proportions of the 20092017 increases in U.S. adolescent suicidal behavior are associated with concurrent increasing digital media use trends. Further exploration of these trends is warranted.",Social Media and Mental Health
66,DOES SOCIAL MEDIA CREATE ECHO CHAMBERS?,SOCIAL MEDIA CREATES ECHO CHAMBERS,INCONCLUSIVE,rId128,https://doi.org/10.1016/j.gloenvcha.2015.03.006,"Williams, McMurray, Kurz, & Hugo Lambert (2015).",https://doi.org/10.1016/j.gloenvcha.2015.03.006,,"Abstract: Action to tackle the complex and divisive issue of climate change will be strongly influenced by public perception. Online social media and associated social networks are an increasingly important forum for public debate and are known to influence individual attitudes and behaviours  yet online discussions and social networks related to climate change are not well understood. Here we construct several forms of social network for users communicating about climate change on the popular microblogging platform Twitter. We classify user attitudes to climate change based on message content and find that social networks are characterised by strong attitude-based homophily and segregation into polarised sceptic and activist groups. Most users interact only with like-minded others, in communities dominated by a single view. However, we also find mixed-attitude communities in which sceptics and activists frequently interact. Messages between like-minded users typically carry positive sentiment, while messages between sceptics and activists carry negative sentiment. We identify a number of general patterns in user behaviours relating to engagement with alternative views. Users who express negative sentiment are themselves the target of negativity. Users in mixed-attitude communities are less likely to hold a strongly polarised view, but more likely to express negative sentiment towards other users with differing views. Overall, social media discussions of climate change often occur within polarising echo chambers, but also within open forums, mixed-attitude communities that reduce polarisation and stimulate debate. Our results have implications for public engagement with this important global challenge.",Social Media and Political Dysfunction
36,DOES THE USE OF VIDEO GAMES POSITIVELY IMPACT SOCIAL AND COGNITIVE DEVELOPMENT?,THE USE OF VIDEO GAMES POSITIVELY IMPACTS SOCIAL AND COGNITIVE DEVELOPMENT,ENTAIL,rId110,https://doi.org/10.1001/jamanetworkopen.2022.35721,"Chaarani, Ortigara, Yuan, Loso, Potter, & Garavan (2022).",https://doi.org/10.1001/jamanetworkopen.2022.35721,Association of Video Gaming With Cognitive Performance Among Children,"Importance Although most research has linked video gaming to subsequent increases in aggressive behavior in children after accounting for prior aggression, findings have been divided with respect to video gamings association with cognitive skills.Objective To examine the association between video gaming and cognition in children using data from the Adolescent Brain Cognitive Development (ABCD) study.Design, Setting, and ParticipantsIn this cross-sectional study, cognitive performance and blood oxygen leveldependent (BOLD) signal were compared in video gamers (VGs) and nonvideo gamers (NVGs) during response inhibition and working memory using task-based functional magnetic resonance imaging (fMRI) in a large data set of 9- and 10-year-old children from the ABCD study, with good control of demographic, behavioral, and psychiatric confounding factors. A sample from the baseline assessment of the ABCD 2.0.1 release in 2019 was largely recruited across 21 sites in the US through public, private, and charter elementary schools using a population neuroscience approach to recruitment, aiming to mirror demographic variation in the US population. Children with valid neuroimaging and behavioral data were included. Some exclusions included common MRI contraindications, history of major neurologic disorders, and history of traumatic brain injury. Collected data were analyzed between October 2019 and October 2020.<jats:sec id=""ab-zoi221006-7"">ExposuresParticipants completed a self-reported screen time survey, including an item asking children to report the time specifically spent on video gaming. All fMRI tasks were performed by all participants.<jats:sec id=""ab-zoi221006-8"">Main Outcomes and MeasuresCognitive performance and BOLD signal assessed with n-back and stop signal tasks on fMRI. Mental health symptoms were evaluated using the Child Behavior Checklist and included raw scores of behavioral (anxiety, depression, somatic, social, attention, rule breaking, and aggression concerns) and psychiatric categories (Diagnostic and Statistical Manual of Mental Disorders, Fifth Edition, diagnoses of depression, anxiety, somaticism, attention-deficit/hyperactivity disorder, oppositional-defiant disorder, and conduct disorder).<jats:sec id=""ab-zoi221006-9"">ResultsA total of 2217 children (mean [SD] age, 9.91 [0.62] years; 1399 [63.1%] female) participated in this study. The final sample used in the stop signal task analyses consisted of 1128 NVGs (0 gaming hours per week) and 679 VGs who played at least 21 hours per week. The final sample used in the n-back analyses consisted of 1278 NVGs who had never played video games (0 hours per week of gaming) and 800 VGs who played at least 21 hours per week. The NVG vs VG groups did not differ on age, body mass index, or IQ, but did differ on sex, race and ethnicity, and combined parental income. The Child Behavior Checklist behavioral and mental health scores were higher in VGs, with attention problems, depression, and attention-deficit/hyperactivity disorder scores significantly higher in the VGs compared with the NVGs. The VGs performed better on both fMRI tasks compared with the NVGs; the differences were statistically significant but small. VGs had significantly shorter mean (SE) stop signal reaction times compared with NVGs (287.3 [9.8] vs 300.1 [9.6] milliseconds; P=.018) and correct mean (SE) go reaction times (514 [2.9] vs 552 [2.2] milliseconds; P=.001). Following a similar pattern, 0-back D' mean (SE) measures of the n-back task were significantly higher in VGs compared with NVGs (2.33 [0.03] vs 2.18 [0.03] milliseconds; P&amp;amp;lt;.001). Similarly, 2-back D mean (SE) measures were significantly higher in VGs relative to NVGs (1.87 [0.03] vs 1.72 [0.02] milliseconds P&amp;amp;lt;.002), and correct mean (SE) 2-back RT measures were significantly shorter in VGs relative to NVGs (1025 [4.8] vs 1069 [3.7] milliseconds; P&amp;amp;lt;.002). Nonparametric analyses of fMRI data demonstrated a greater BOLD signal in VGs in the precuneus during inhibitory control. During working memory, a smaller BOLD signal was observed in VGs in parts of the occipital cortex and calcarine sulcus and a larger BOLD signal in the cingulate, middle, and frontal gyri and the precuneus.Conclusions and RelevanceIn this study, compared with NVGs, VGs were found to exhibit better cognitive performance involving response inhibition and working memory, as well as altered BOLD signal in key regions of the cortex responsible for visual, attention, and memory processing. The differences in reaction times, although small, were consistent with an association between videogaming and cognitive abilities that involve response inhibition and working memory and the underlying cortical pathways. Concerns about the association with mental health symptoms may warrant further study.",Video Game Use and Adolescent Health A Collaborative Review
91,ARE THERE MEDIATORS AND MODERATORS IN THE ASSOCIATION BETWEEN SOCIAL MEDIA USE AND POOR MENTAL HEALTH,THERE ARE MEDIATORS AND MODERATORS IN THE ASSOCIATION BETWEEN SOCIAL MEDIA USE AND POOR MENTAL HEALTH,ENTAIL,rId241,https://doi.org/10.1002/jclp.22936,"Fardouly, Magson, Rapee, Johnco, & Oar (2020).",https://doi.org/10.1002/jclp.22936,,"Objectives Preadolescent social media use is normative and could influence mental health. This study investigated: (a) Differences between preadolescent users and non-users of various social media platforms on mental health, (b) unique links between time spent on those platforms, appearance-based activities on social media, and mental health, and (c) the moderating role of biological sex on those relationships. Method Preadolescent youth (N = 528; 50.9% male) completed online surveys. Results Users of YouTube, Instagram, and Snapchat reported more body image concerns and eating pathology than non-users, but did not differ on depressive symptoms or social anxiety. Appearance investment uniquely predicted depressive symptoms. Appearance comparisons uniquely predicted all aspects of mental health, with some associations stronger for females than males. Conclusions Preadolescents could be encouraged to reduce their opportunities to make appearance comparisons and to invest less in their appearance on social media. Preadolescents may benefit from social media intervention programs.",Social Media and Mental Health
59,IS VIDEO GAME USE ASSOCIATED WITH NEGATIVE MENTAL HEALTH OUTCOMES?,VIDEO GAME USE IS ASSOCIATED WITH NEGATIVE MENTAL HEALTH OUTCOMES,INCONCLUSIVE,rId142,https://doi.org/10.1177/0146167213520459,"Greitemeyer, & Mgge (2014).",https://doi.org/10.1177/0146167213520459,Video Games Do Affect Social Outcomes,"Whether video game play affects social behavior is a topic of debate. Many argue that aggression and helping are affected by video game play, whereas this stance is disputed by others. The present research provides a meta-analytical test of the idea that depending on their content, video games do affect social outcomes. Data from 98 independent studies with 36,965 participants revealed that for both violent video games and prosocial video games, there was a significant association with social outcomes. Whereas violent video games increase aggression and aggression-related variables and decrease prosocial outcomes, prosocial video games have the opposite effects. These effects were reliable across experimental, correlational, and longitudinal studies, indicating that video game exposure causally affects social outcomes and that there are both short- and long-term effects.",Video Game Use and Adolescent Health A Collaborative Review
85,IS THERE AN ASSOCIATION BETWEEN SOCIAL MEDIA USE AND BAD MENTAL HEALTH OUTCOMES?,THERE IS AN ASSOCIATION BETWEEN SOCIAL MEDIA USE AND BAD MENTAL HEALTH OUTCOMES,INCONCLUSIVE,rId233,https://doi.org/10.1038/s41598-020-67727-7,"Beyens, Pouwels, van Driel, Keijsers, & Valkenburg (2020).",https://doi.org/10.1038/s41598-020-67727-7,,"AbstractThe question whether social media use benefits or undermines adolescents well-being is an important societal concern. Previous empirical studies have mostly established across-the-board effects among (sub)populations of adolescents. As a result, it is still an open question whether the effects are unique for each individual adolescent. We sampled adolescents experiences six times per day for one week to quantify differences in their susceptibility to the effects of social media on their momentary affective well-being. Rigorous analyses of 2,155 real-time assessments showed that the association between social media use and affective well-being differs strongly across adolescents: While 44% did not feel better or worse after passive social media use, 46% felt better, and 10% felt worse. Our results imply that person-specific effects can no longer be ignored in research, as well as in prevention and intervention programs.",Social Media and Mental Health
14,IS THERE AN ASSOCIATION BETWEEN VIDEO GAME USE AND MENTAL HEALTH OUTCOMES INCLUDING AGGRESSION AND RISKY BEHAVIOR?,THERE IS AN ASSOCIATION BETWEEN VIDEO GAME USE AND MENTAL HEALTH OUTCOMES INCLUDING AGGRESSION AND RISKY BEHAVIOR,ENTAIL,rId77,https://doi.org/10.1111/jsr.12255,Exelmans & Van den Bulck (2015).,https://doi.org/10.1111/jsr.12255,Sleep quality is negatively related to video gaming volume in adults,"Most literature on the relationship between video gaming and sleep disturbances has looked at children and adolescents. There is little research on such a relationship in adult samples. The aim of the current study was to investigate the association of video game volume with sleep quality in adults via face-to-face interviews using standardized questionnaires. Adults (n = 844, 56.2% women), aged 1894 years old, participated in the study. Sleep quality was measured using the Pittsburgh Sleep Quality Index, and gaming volume was assessed by asking the hours of gaming on a regular weekday (MonThurs), Friday and weekend day (SatSun). Adjusting for gender, age, educational level, exercise and perceived stress, results of hierarchical regression analyses indicated that video gaming volume was a significant predictor of sleep quality ( = 0.145), fatigue ( = 0.109), insomnia ( = 0.120), bedtime ( = 0.100) and rise time ( = 0.168). Each additional hour of video gaming per day delayed bedtime by 6.9 min (95% confidence interval 2.011.9 min) and rise time by 13.8 min (95% confidence interval 7.819.7 min). Attributable risk for having poor sleep quality (Pittsburgh Sleep Quality Index > 5) due to gaming >1 h day was 30%. When examining the components of the Pittsburgh Sleep Quality Index using multinomial regression analysis (odds ratios with 95% confidence intervals), gaming volume significantly predicted sleep latency, sleep efficiency and use of sleep medication. In general, findings support the conclusion that gaming volume is negatively related to the overall sleep quality of adults, which might be due to underlying mechanisms of screen exposure and arousal.",Video Game Use and Adolescent Health A Collaborative Review
127,DOES SOCIAL MEDIA ENABLE FOREIGN GOVERNMENTS TO INCREASE POLITICAL DYSFUNCTION IN THE UNITED STATES AND OTHER DEMOCRACIES? ,SOCIAL MEDIA ENABLES FOREIGN GOVERNMENTS TO INCREASE POLITICAL DYSFUNCTION IN THE UNITED STATES AND OTHER DEMOCRACIES,ENTAIL,rId233,https://doi.org/10.1145/3217804.3217929,"Farkas, & Bastos (2018).",https://doi.org/10.1145/3217804.3217929,,"This paper presents preliminary findings of a content analysis of tweets posted by false accounts operated by the Internet Research Agency (IRA) in St Petersburg. We relied on a historical database of tweets to retrieve 4,539 tweets posted by IRA-linked accounts between 2012 and 2017 and coded 2,501 tweets manually. The messages cover newsworthy events in the United States, the Charlie Hebdo terrorist attack in 2015, and the Brexit referendum in 2016. Tweets were annotated using 19 control variables to investigate whether IRA operations on social media are consistent with classic propaganda models. The results show that the IRA operates a composite of user accounts tailored to perform specific tasks, with the lion's share of their work focusing on US daily news activity and the diffusion of polarized news across different national contexts.",Social Media and Political Dysfunction
115,DOES SOCIAL MEDIA USE AT TIME T1 EFFECT MENTAL HEALTH OUTCOMES AT TIME T2?,SOCIAL MEDIA USE AT TIME T1 EFFECTS MENTAL HEALTH OUTCOMES AT TIME T2,ENTAIL,rId272,https://onlinelibrary.wiley.com/doi/abs/10.1002/da.23117,"Mundy, Canterford et al. (2020).",https://doi.org/10.1002/da.23117,,"BACKGROUND: Use of social networking in later childhood and adolescence has risen quickly. The consequences of these changes for mental health are debated but require further empirical evaluation. METHODS: Using data from the Childhood to Adolescence Transition Study (n=1,156), duration of social networking use was measured annually at four time points from 11.9 to 14.8 years of age (1h/day indicating high use). Cross-sectional and prospective relationships between social networking use and depressive and anxiety symptoms were examined. RESULTS: In adjusted (age, socioeconomic status, prior mental health history) cross-sectional analyses, females with high social networking use had greater odds of depressive (odds ratio [OR]: 2.15; 95% confidence interval [CI]: 1.58-2.91) and anxiety symptoms (OR: 1.99; 95% CI: 1.32-3.00) than those that used a few minutes at most, while males with high social networking use had 1.60 greater odds of reporting depressive symptoms (95% CI: 1.09-2.35). For females, an increased odds of depressive symptoms at age 14.8 was observed for high social networking use at one previous wave and at two or three previous waves, even after adjustment (OR: 1.76; 95% CI: 1.11-2.78; OR: 2.06, 95% CI: 1.27-3.37, respectively) compared to no wave of high use. CONCLUSIONS: Our results suggest weak to moderate increased odds of depression and anxiety in girls and boys with high social networking use versus low/normal use. These findings indicate that prevention programs for early mental health problems might benefit from targeting social networking use in early adolescence.",Social Media and Mental Health
267,IS THERE A CONCERN ABOUT SOCIAL MEDIA OR SCREEN TIME?,THERE IS A CONCERN ABOUT SOCIAL MEDIA OR SCREEN TIME,ENTAIL,rId547,https://www.mdpi.com/1660-4601/19/16/10252/pdf,"Lee, Kim, Yang, & Shin (2022).",https://doi.org/10.3390/ijerph191610252,,"The use of electronic screen devices has a negative effect on sleep. The purpose of this study is to longitudinally examine the effects of various screen use on sleep problems in children under 7 years of age. A total of 314 caregivers of children aged 47 years from three cities in Korea were recruited and responded to a self-administered questionnaire from 2017 to 2020. As a result of the analysis of the mixed model designed as a two-leveled structure, the use frequency of smartphones significantly predicted childrens sleep problems ( = 0.328, p &lt; 0.001) compared to that of TV, PC, and tablet PC. In addition, the frequency of smartphone screen use showed a weak but significant correlation with bedtime resistance (r = 0.067, p = 0.009), sleep duration (r = 0.089, p &lt;0.001), nighttime awakening (r = 0.066, p = 0.010), and daytime sleepiness (r = 0.102, p &lt; 0.001). The results of this study suggest that screen time education in Korea should focus on smartphones above all else.",Social Media and Mental Health
71,IS THERE AN INCREASE IN DEPRESSION RATES?,THERE IS AN INCREASE IN DEPRESSION RATES,ENTAIL,rId248,https://doi.org/10.1001/archpsyc.57.3.209,"Murphy, Laird, Monson, Sobol, & Leighton (2000).",https://doi.org/10.1001/archpsyc.57.3.209,A 40-Year Perspective on the Prevalence of Depression,"Background According to epidemiologic studies that use recall of lifetime episodes, the prevalence of depression is increasing. This report from the Stirling County Study compares rates of current depression among representative samples of adults from a population in Atlantic Canada. Methods Sample sizes were 1003, 1201, and 1396 in 1952, 1970, and 1992, respectively. The depression component of the study's method, the DPAX (DP for depression and AX for anxiety), was employed. The original procedure (DPAX-1) was applied in all years. A revision (DPAX-2) was used in 1970 and 1992. The Diagnostic Interview Schedule (DIS) was also used in 1992. Results With the DPAX-1, the overall prevalence of current depression was steady at 5% over the 2 early samples but declined in 1992 because of vernacular changes referring to dysphoria. The DPAX-2 gave a stable overall prevalence of 5% in the 2 recent samples, but indicated that women and younger people were at greater risk in 1992 than in 1970. The DIS, like the DPAX-2, found a current 1992 rate of 5% for major depressive episodes combined with dysthymia. Recalled lifetime rates using the DIS showed the same profile interpreted in other studies as suggesting an increase in depression over time. Conclusions Three samples over a 40-year period showed a stable current prevalence of depression using the DPAX methods that was comparable in 1992 with the current rates using the DIS. This casts doubt on the interpretation that depression is generally increasing. Within the overall steady rate observed in this study, historical change was a matter of redistribution by sex and age, with a higher rate among younger women being of recent origin.",Alternative Hypotheses to the Adolescent Mental Illness Crisis A Collaborative Review
3,DOES EDUCATIONAL STRESS NEGATIVELY EFFECT ADOLESCENT MENTAL HEALTH?,EDUCATIONAL STRESS NEGATIVELY EFFECTS ADOLESCENT MENTAL HEALTH,ENTAIL,rId34,https://doi.org/10.3386/w30795,"Hansen, Sabia, & Schaller (2022).",https://doi.org/10.3386/w30795,In-Person Schooling and Youth Suicide: Evidence from School Calendars and Pandemic School Closures,"This study explores the effect of in-person schooling on youth suicide. We document three key findings. First, using data from the National Vital Statistics System from 1990-2019, we document the historical association between teen suicides and the school calendar. We show that suicides among 12-to-18-year-olds are highest during months of the school year and lowest during summer months (June through August) and also establish that areas with schools starting in early August experience increases in teen suicides in August, while areas with schools starting in September dont see youth suicides rise until September. Second, we show that this seasonal pattern dramatically changed in 2020. Teen suicides plummeted in March 2020, when the COVID-19 pandemic began in the U.S. and remained low throughout the summer before rising in Fall 2020 when many K-12 schools returned to in-person instruction. Third, using county-level variation in school reopenings in Fall 2020 and Spring 2021proxied by anonymized SafeGraph smartphone data on elementary and secondary school foot trafficwe find that returning from online to in-person schooling was associated with a 12-to-18 percent increase teen suicides. This result is robust to controls for seasonal effects and general lockdown effects (proxied by restaurant and bar foot traffic), and survives falsification tests using suicides among young adults ages 19-to-25. Auxiliary analyses using Google Trends queries and the Youth Risk Behavior Survey suggests that bullying victimization may be an important mechanism.",Alternative Hypotheses to the Adolescent Mental Illness Crisis A Collaborative Review
292,IS THERE A CONCERN ABOUT SOCIAL MEDIA OR SCREEN TIME?,THERE IS A CONCERN ABOUT SOCIAL MEDIA OR SCREEN TIME,ENTAIL,rId621,https://jamanetwork.com/journals/jamapediatrics/article-abstract/2722666?guestAccessKey=879c6c87-141e-48f8-8c95-4d684600a644,"Madigan, Browne, & Racine (2019)",https://doi.org/10.1001/jamapediatrics.2018.5056,,"Importance Excessive screen time is associated with delays in development; however, it is unclear if greater screen time predicts lower performance scores on developmental screening tests or if children with poor developmental performance receive added screen time as a way to modulate challenging behavior. Objective To assess the directional association between screen time and child development in a population of mothers and children. Design, Setting, and Participants This longitudinal cohort study used a 3-wave, cross-lagged panel model in 2441 mothers and children in Calgary, Alberta, Canada, drawn from the All Our Families study. Data were available when children were aged 24, 36, and 60 months. Data were collected between October 20, 2011, and October 6, 2016. Statistical analyses were conducted from July 31 to November 15, 2018. Exposures Media. Main Outcomes and Measures At age 24, 36, and 60 months, childrens screen-time behavior (total hours per week) and developmental outcomes (Ages and Stages Questionnaire, Third Edition) were assessed via maternal report. Results Of the 2441 children included in the analysis, 1227 (50.2%) were boys. A random-intercepts, cross-lagged panel model revealed that higher levels of screen time at 24 and 36 months were significantly associated with poorer performance on developmental screening tests at 36 months (, 0.06; 95% CI, 0.10 to 0.01) and 60 months (, 0.08; 95% CI, 0.13 to 0.02), respectively. These within-person (time-varying) associations statistically controlled for between-person (stable) differences. Conclusions and Relevance The results of this study support the directional association between screen time and child development. Recommendations include encouraging family media plans, as well as managing screen time, to offset the potential consequences of excess use.",Social Media and Mental Health
122,DOES SOCIAL MEDIA INCREASE THE PROBABILITY OF VIOLENCE?,SOCIAL MEDIA INCREASES THE PROBABILITY OF VIOLENCE,CONTRADICT,rId222,https://www.pnas.org/content/118/25/e2022819118,"Asimovic, Nagler, Bonneau, & Tucker (2021).",https://doi.org/10.1073/pnas.2022819118,,"SignificanceAmid growing belief that social media exacerbates polarization, little is known about the causal effects of social media on ethnic outgroup attitudes. Through an experiment in Bosnia and Herzegovina where users refrained from Facebook usage during 1 wk of heightened identity salience, we find thatcounter expectationspeople who deactivated their accounts reported lower outgroup regard than the group that remained active, but this effect was likely conditional on the level of ethnic heterogeneity of respondents residence. Additionally, we replicate findings from a study on US users: Deactivation led to a decrease in news knowledge and suggestive improvements in subjective wellbeing. Our findings bring nuance to popular beliefs, frequently dichotomous and simplistic, of social medias impact on societal dynamics.",Social Media and Political Dysfunction
